Ticker,Headline,Sentiment
INFY.NS,Infosys Updates on McCamish Cyber Incident - The Globe and Mail,0.0
INFY.NS,"Infosys to announce first quarter results on July 23, 2025; stock's dividend yield at 2.71% - TradingView",0.25
INFY.NS,Infosys Fiscal Q1 Earnings Preview: Muted Expectations (NYSE:INFY) - Seeking Alpha,0.0
INFY.NS,(INFY) On The My Stocks Page - news.stocktradersdaily.com,0.0
INFY.NS,Infosys shares gain 0.69% in early trade - TradingView,0.1
INFY.NS,DekaBank Deutsche Girozentrale Trims Position in American Noble Gas Inc. (NYSE:INFY) - MarketBeat,0.3
INFY.NS,Infosys share price falls 1.66% in early trade - TradingView,0.1
INFY.NS,American Noble Gas Inc. (NYSE:INFY) Shares Sold by Alps Advisors Inc. - MarketBeat,0.3
INFY.NS,Infosys share price falls 2.14%; stock among top losers on Nifty 50 - TradingView,0.15
INFY.NS,American Noble Gas Inc. (NYSE:INFY) Shares Bought by Banque Pictet & Cie SA - MarketBeat,0.3
ITC.NS,ITC shares fall 0.37% in today's session; over 7.8 lakh shares traded - Moneycontrol,0.0
ITC.NS,"Indian Hotels, ITC rally upto 3% in weak market; brokerages see more upside - Business Standard",0.041666666666666664
ITC.NS,ITC shares fall 0.37% in today's session; over 7.8 lakh shares traded - TradingView,0.0
ITC.NS,Shares to buy for the short term: Ajit Mishra of Religare Broking suggests THESE 3 stocks to buy today - Mint,0.0
ITC.NS,"ITC Hotels shares hit record high, rise over 3% after Q1 profit jumps 54% YoY - The Economic Times",0.18
ITC.NS,Where are ITC Hotels shares are headed after beating estimates in Q1 - CNBC TV18,0.0
ITC.NS,ITC Hotels share price: Stock hits 52-week high after Q1 results - The Indian Express,0.16
ITC.NS,ITC Hotels Shares Rally Nearly 3% After Q1 Results - NDTV Profit,0.1
ITC.NS,"ITC Hotels, MRF, 2 FMCG stocks trade at new highs; full list, strategy here - Business Standard",0.1621212121212121
ITC.NS,"ITC Hotels Q1 results 2025: Net profit rises 54% to ₹133 crore, revenue at ₹815 crore - Mint",0.0
WIPRO.NS,"Wipro shares rise 3% as it delivers better-than-expected Q1, but brokerages remain on ""hold"" - Moneycontrol",0.0
WIPRO.NS,Wipro shares see best day in over 2 months post Q1 results; time to buy? - Business Standard,0.5
WIPRO.NS,Wipro shares rise as Indian IT firm's quarterly results top estimates - Reuters,0.15
WIPRO.NS,Wipro share price gains 4% post Q1 results. Dividend announcement: Should you buy or sell the stock? - Mint,0.0
WIPRO.NS,"Wipro shares in focus after Q1 profit rises 11% YoY to Rs 3,330 crore - The Economic Times",0.2
WIPRO.NS,"Wipro: Azim Premji, promoters see Rs 8,781 crore gains as stock rises 4% - Business Today",0.0
WIPRO.NS,Wipro shares jumps over 4%; 3 reasons powering the surge - financialexpress.com,0.0
WIPRO.NS,Wipro Stock Rallies 4% As Q1 Net Profit Grows YoY On Order Wins - BW Businessworld,0.15
WIPRO.NS,Wipro shares jump 2.53% on improved revenue guidance & strong deal wins - BusinessLine,0.36666666666666664
